ime,zanr,datum_izdaje,cena,ocena_steam,stevilo_igralcev 
SpeedRunners,Sports,2016-04-19,14.99,90,1203845
GT Legends,Sports,2012-11-28,7.99,75,113967
F1 2010,Sports,2010-09-21,9.99,34,82232
F1 2011,Sports,2011-09-19,14.99,38,61718
Project CARS,Sports,2015-03-15,29.99,43,467091
Pro Evolution Soccer 2015,Sports,2014-11-13,19.99,28,128871
OlliOlli2: Welcome to Olliwood,Sports,2015-08-11,14.99,66,54880
Monday Night Combat,Sports,2011-01-24,4.99,49,301750
Lethal League,Sports,2014-08-27,13.99,93,454291
TrackMania Canyon,Sports,2013-02-27,19.99,78,162535
Nidhogg,Sports,2014-01-13,14.99,66,626469
AaAaAA!!! - A Reckless Disregard for Gravity,Sports,2009-09-03,9.99,64,172178
Football Manager 2016,Sports,2015-11-12,49.99,36,1046921
F1 2012,Sports,2012-09-17,19.99,78,318232
Football Manager 2015,Sports,2014-11-01,49.99,47,1090229
GRID 2,Sports,2013-05-27,29.99,54,999756
Bowl Bound College Football,Sports,2015-09-03,19.99,N/A,6312
Frozen Cortex,Sports,2015-02-19,24.99,39,54178
iRacing,Sports,2015-01-12,9.99,69,15955
Sonic & All-Stars Racing Transformed,Sports,2013-01-31,19.99,93,774452
VIDEOBALL,Sports,2016-07-12,9.99,64,2805
Franchise Hockey Manager 2,Sports,2015-09-28,19.99,28,6663
GRID Autosport,Sports,2014-06-26,39.99,43,503560
OlliOlli,Sports,2014-07-22,12.99,47,184276
F1 2013,Sports,2013-10-03,24.99,64,258267
Pro Evolution Soccer 2016,Sports,2015-09-16,19.99,13,138339
Super Monday Night Combat,Sports,2012-04-19,Free,31,1259777
Blood Bowl 2,Sports,2015-09-22,13.49,31,133605
MotoGP14,Sports,2014-06-20,29.99,11,18761
Poker Night 2,Sports,2013-04-26,4.99,61,679946
WWE 2K16,Sports,2016-03-10,49.99,26,113967
Gas Guzzlers Extreme,Sports,2013-10-08,24.99,72,169198
Blood Bowl: Legendary Edition,Sports,2010-10-28,4.99,41,473052
Valentino Rossi The Game,Sports,2016-06-16,49.99,54,5085
Qvadriga,Sports,2014-06-13,19.99,54,24547
DiRT Showdown,Sports,2012-05-23,14.99,52,697655
Poker Night at the Inventory,Sports,2010-11-22,4.99,64,991866
WWE 2K15,Sports,2015-04-28,49.99,30,89245
The Golf Club,Sports,2014-08-19,29.99,23,40327
Basketball Pro Management 2015,Sports,2014-11-19,19.99,6,3682
FIM Speedway Grand Prix 15,Sports,2015-11-30,24.99,72,8942
RIDE: Game,Sports,2015-03-27,39.99,34,37171
Pure Pool,Sports,2014-07-31,12.99,13,12098
Virtua Tennis 4,Sports,2011-06-24,14.99,34,62945
Absolute Drift,Sports,2015-07-29,11.99,69,105902
Pro Cycling Manager 2016,Sports,2016-06-16,19.99,11,32262
Vertiginous Golf,Sports,2015-05-06,9.99,17,396080
Chess 2: The Sequel,Sports,2014-08-19,9.99,12,12799
F1 2015,Sports,2015-07-09,54.99,6,104850
F1 2014,Sports,2014-10-16,29.99,41,129747
Urban Trial Freestyle,Sports,2013-09-18,6.99,52,166392
Vancouver 2010: The Official Video Game of the Olympic Winter Games,Sports,2010-02-18,Free,N/A,7539
Jet Car Stunts,Sports,2014-05-01,2.99,28,21566
Dangerous Golf,Sports,2016-06-02,19.99,25,3156
Speedball 2 HD,Sports,2013-12-05,9.99,26,133780
Lords of Football,Sports,2013-04-05,14.99,9,41905
VR Ping Pong,Sports,2016-07-07,4.99,78,2455
Minigolf VR,Sports,2016-03-30,19.99,N/A,19813
Pro Basketball Manager 2016 - US Edition,Sports,2016-02-18,9.99,N/A,701
Tennis Elbow 2013,Sports,2015-03-13,13.74,72,8065
Sportsfriends,Sports,2014-12-19,14.99,N/A,19287
Smash Cars,Sports,2011-10-18,9.99,N/A,5961
Baseball Mogul Diamond,Sports,2016-08-09,14.99,N/A,1027
Table Tennis VR,Sports,2016-07-06,4.99,N/A,514
SWORDY,Sports,2016-07-21,14.99,N/A,526
Casey Powell Lacrosse 16,Sports,2016-03-08,49.99,49,1753
River City Super Sports Challenge ~All Stars Special~,Sports,2015-12-17,19.99,34,10871
Kopanito All-Stars Soccer,Sports,2015-09-17,11.99,56,24196
Hello Kitty and Sanrio Friends Racing,Sports,2015-07-09,19.99,N/A,3331
Cinemaware Anthology: 1986-1991,Sports,2014-11-14,9.99,N/A,8591
New Star Soccer 5,Sports,2012-09-27,14.99,24,32086
Trials 2: Second Edition,Sports,2008-05-28,9.99,61,104499
Pro Gamer Manager,Sports,2016-04-28,12.99,17,30333
Baseball Mogul 2015,Sports,2015-07-24,9.99,N/A,6312
Super Indie Karts,Sports,2015-05-06,9.99,84,1403
VRC PRO,Sports,2015-03-24,17.99,59,4909
International Snooker,Sports,2014-05-30,12.99,22,47516
Probably Archery,Sports,2014-02-06,4.99,10,59263
NASCAR The Game: 2013,Sports,0000-00-00,Free,15,36470
Pure Chess,Sports,2016-09-09,9.74,N/A,514
VR Boxing Workout,Sports,2016-07-10,7.99,N/A,799
VirZOOM Arcade,Sports,2016-06-30,Free,N/A,21215
ZenBlade,Sports,2016-04-29,14.99,66,28579
Ragdoll Runners,Sports,2016-07-13,4.99,75,4734
Worms Crazy Golf,Sports,2011-10-19,9.99,59,434654
GI Racing 2.0,Sports,2016-07-22,9.99,N/A,1027
Rugby Challenge 3,Sports,2016-06-28,49.99,N/A,1052
Rocket Shooter,Sports,2016-03-31,6.99,N/A,533
Clumsy Moose Season,Sports,2016-03-02,3.99,N/A,1052
Club Manager 2016,Sports,2015-11-19,24.99,N/A,9468
TNN Motorsports Hardcore TR,Sports,2015-08-10,4.99,N/A,1332
Super Mega Baseball: Extra Innings,Sports,2015-08-21,19.99,75,14027
Motorbike,Sports,2015-01-19,4.99,N/A,3507
Martial Arts: Capoeira,Sports,2014-06-12,4.99,N/A,5961
Pro Rugby Manager 2015,Sports,2014-09-18,9.99,1,13325
VeeR Pong,Sports,2016-07-19,9.99,N/A,514
GROOVY,Sports,2016-05-27,7.99,N/A,8767
Bowslinger,Sports,2016-04-05,9.99,N/A,1929
Automobilista,Sports,2016-08-24,39.99,81,20689
Pro Basketball Manager 2016,Sports,2016-01-14,19.99,13,2455
Actua Golf 3,Sports,2015-08-31,4.99,N/A,877
Soccer Pinball Thrills,Sports,2015-06-26,3.99,N/A,4909
Sbastien Loeb Rally EVO,Sports,2016-01-29,49.99,15,10871
Quantum Rush Champions,Sports,2014-12-04,9.99,18,33314
NBA 2K15,Sports,2014-10-06,59.99,39,257566
Racing Manager 2014,Sports,2013-12-06,9.99,0,15780
3D Ultra Minigolf Adventures Deluxe,Sports,2009-07-23,9.99,N/A,12799
Galaxy Golf,Sports,2016-08-24,4.99,N/A,701
Octoshield VR,Sports,2016-06-14,4.99,N/A,526
Sweet Escape VR,Sports,2016-04-20,19.99,N/A,1865
World of Fishing,Sports,2016-09-06,Free,9,33840
Elysium: Blood Games,Sports,2016-01-05,2.49,36,6312
NBA 2K16,Sports,2015-09-29,59.99,9,409230
Assault CorpsII,Sports,2015-07-15,2.99,N/A,2981
3D Mini Golf,Sports,2015-05-29,9.99,N/A,5961
Volo Airsport,Sports,2014-12-04,12.99,47,7013
G-Ball,Sports,2014-05-28,0.99,1,15079
Beast Boxing Turbo,Sports,2013-11-19,4.99,78,34015
Cricket Revolution,Sports,2009-10-28,2.99,17,24021
Footbrawl Playground,Sports,2016-09-01,5.99,N/A,514
VRMultigames,Sports,2016-07-25,Free,N/A,22793
MiniGolf Mania,Sports,2016-03-25,2.99,N/A,2805
Ultimate Rock Crawler,Sports,2016-01-25,4.99,N/A,1403
Lighthockey,Sports,2015-10-30,1.99,N/A,1066
Formula Fusion,Sports,2015-08-03,19.99,52,4208
F-1 drive,Sports,2015-05-21,0.99,N/A,2630
SuperBike TT,Sports,2015-02-25,12.99,N/A,1027
SPORT1 Live : Duel,Sports,2014-05-30,4.99,N/A,2131
Starters Orders 6,Sports,2016-06-29,34.99,N/A,1753
Beach Ball Valley,Sports,2016-04-05,2.99,N/A,1541
Premium Pool,Sports,2016-03-14,Free,9,200056
BADBLOOD,Sports,2015-11-13,7.99,N/A,1332
Star Balls,Sports,2015-08-18,4.99,N/A,1332
Axis Football 2015,Sports,2015-07-15,14.99,34,83985
3 Coins At School,Sports,2016-04-20,4.99,N/A,2455
Gyrodisc Super League,Sports,2016-03-04,12.99,N/A,514
MotoGPâ„¢15 Compact,Sports,2015-12-10,9.99,N/A,3857
Pumped BMX +,Sports,2015-09-18,9.99,64,12098
Cricket Captain 2015,Sports,2015-07-08,6.49,N/A,8767
Homebrew - Vehicle Sandbox,Sports,2014-11-14,17.99,32,35593
Colin McRae Rally,Sports,2014-07-30,6.99,5,197777
Pool Nation,Sports,2013-10-18,9.99,78,221272
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,Sports,2011-11-23,9.99,45,259319
Fancy Skiing VR,Sports,2016-08-09,9.99,43,2981
Smoots World Cup Tennis,Sports,2016-06-01,14.99,N/A,514
Soccertron,Sports,2015-03-12,4.99,N/A,11572
STARWHAL,Sports,2014-09-29,11.99,78,80829
Fast & Furious: Showdown,Sports,2013-05-21,29.99,3,20339
Metal Drift,Sports,2009-10-22,9.99,25,45061
Mind Spheres,Sports,2016-07-08,1.99,N/A,877
Global Soccer Manager,Sports,2016-06-14,7.99,N/A,533
BASEBALL STARS 2,Sports,2016-04-27,7.99,N/A,23144
#SelfieTennis,Sports,2016-04-01,19.99,38,4734
Cyber Team Manager,Sports,2016-01-18,0.79,18,5961
Slipstream 5000,Sports,2015-10-09,5.99,30,81530
R.B.I. Baseball 15,Sports,2015-04-30,19.99,7,6487
MXGP2 - The Official Motocross Videogame Compact,Sports,2016-09-08,9.99,N/A,514
Pixel Cup Soccer 17,Sports,2016-08-04,9.99,N/A,701
CapRiders: Euro Soccer,Sports,2016-06-18,6.99,N/A,533
YamaYama,Sports,2016-03-31,6.99,N/A,514
Pro Evolution Soccer 2016 myClub,Sports,2016-02-03,Free,15,1565560
MiniBikers,Sports,2015-11-05,5.99,N/A,16131
Super Slam Dunk Touchdown,Sports,2015-12-16,15,N/A,4033
Soccer Rage,Sports,2015-06-02,9.99,75,12449
Corona MotorSport,Sports,2015-03-13,9.99,N/A,5085
The Howler,Sports,2016-04-21,0.5,52,331732
The Thrill of the Fight,Sports,2016-07-01,9.99,66,6663
Periodonica,Sports,2016-05-06,24.99,N/A,514
Super Night Riders,Sports,2016-02-22,7.99,N/A,701
LowcoBall,Sports,2015-12-09,0.99,30,11923
MiniDrivers,Sports,2015-08-31,5.99,12,23670
Hot Pinball Thrills,Sports,2015-06-26,3.99,N/A,11046
TableTop Cricket,Sports,2015-02-25,9.99,N/A,1227
MotorSport Revolution,Sports,2015-01-15,14.99,1,6838
MX vs. ATV Supercross Encore,Sports,2015-10-27,29.99,9,12799
Depth Hunter 2: Deep Dive,Sports,2014-08-20,14.99,39,154820
GTR 2 - FIA GT Racing Game,Sports,2012-12-12,7.99,90,89070
Safety First,Sports,2016-09-08,2,N/A,533
Aqua Moto Racing Utopia,Sports,2016-07-13,19.99,N/A,514
HoloBall,Sports,2016-04-25,9.99,90,17884
Football Club Simulator - FCS,Sports,2016-03-04,19.99,12,22443
MadOut Open City,Sports,2016-03-29,6.39,12,4383
Rugby League Live 3,Sports,2015-09-29,49.99,45,3156
Jet Racing Extreme,Sports,2015-07-14,3.99,34,123961
Copa Petrobras de Marcas,Sports,2015-04-08,Free,17,655575
Rugby Union Team Manager 2015,Sports,2014-12-03,19.99,20,9293
Riptide GP2,Sports,2014-03-07,6.99,75,34366
Blood Bowl: Chaos Edition,Sports,2012-10-11,7.49,56,261073
Galactic Bowling,Sports,2008-10-21,19.99,N/A,3682
Limberjack,Sports,2016-09-01,Free,N/A,5786
Football VR,Sports,2016-07-14,1.99,N/A,1541
Zero-G VR,Sports,2016-06-16,4.99,43,5961
Robot Arena III,Sports,2016-06-20,19.99,4,2455
Pitstop Challenge,Sports,2016-02-01,9.99,N/A,533
Bocce Revolution,Sports,2015-10-23,14.99,N/A,701
Soccer Legends,Sports,2015-08-05,Free,N/A,514
Teddy Floppy Ear - The Race,Sports,2015-05-22,1.09,39,65575
rFactor,Sports,2015-03-02,24.99,64,41379
Gridiron Solitaire,Sports,2014-01-21,7.99,47,1929
Next Car Game: Wreckfest,Sports,2014-01-14,39.99,36,290880
Bowl VR,Sports,2016-06-24,6.99,N/A,514
Adorables,Sports,2016-03-30,2.99,41,97311
Jerry Rice & Nitus' Dog Football,Sports,2016-02-11,19.99,N/A,1929
Shakedown Racing,Sports,2015-11-12,6.99,N/A,11046
Pure Hold'em,Sports,2015-08-20,19.99,8,2981
Monster Jam,Sports,2015-06-10,14.99,8,12799
Total Extreme Wrestling,Sports,2015-03-19,19.99,49,8767
Total Pro Golf 3,Sports,2014-07-25,19.99,N/A,13150
Shred! Downhill Mountain Biking,Sports,2015-07-08,5.99,15,7890
Eastside Hockey Manager: Early Access,Sports,2015-12-01,19.99,66,136585
Moto Racer Collection,Sports,2014-10-02,9.99,N/A,15780
Dog Sled Saga,Sports,2014-12-08,7.99,88,5260
theHunter,Sports,2014-06-03,Free,5,3829651
RaceRoom Racing Experience ,Sports,2013-02-12,Free,14,2839013
Space Ribbon,Sports,2016-08-05,14.99,N/A,514
Cricket Captain 2016,Sports,2016-07-04,24.99,N/A,4383
MTB Downhill Simulator,Sports,2016-05-27,7.99,11,2805
Virtual Pool 4 Multiplayer,Sports,2016-06-13,Free,N/A,14377
Cloudlands : VR Minigolf,Sports,2016-04-05,19.99,52,15254
Foosball: World Tour,Sports,2015-12-11,8.99,N/A,9994
Winter Sports Trilogy Super Pack,Sports,2015-09-10,6.99,N/A,7890
Zombie Bowl-O-Rama,Sports,2009-10-15,9.99,61,44009
DUO,Sports,2016-07-07,14.99,N/A,1027
90 Minute Fever,Sports,2016-07-12,5.99,49,533
Drone Racing,Sports,2016-05-23,9.99,N/A,1403
Holodance,Sports,2016-04-05,9.99,N/A,1403
Crazy Pixel Streaker,Sports,2016-06-07,9.99,N/A,877
Soccer Manager 2016,Sports,2015-10-07,Free,32,302276
Out of the Park Baseball 17,Strategy,2016-03-22,39.99,84,17533
Out of the Park Baseball 16,Strategy,2015-03-23,19.99,90,26300
NBA 2K13,Strategy,2012-10-30,29.99,54,100116
Out of the Park Baseball 15,Strategy,2014-04-24,19.99,98,38223
Rocket League,Strategy,2015-07-07,14.99,88,3929943
F1 2016,Strategy,2016-08-18,59.99,78,61893
DiRT 3 Complete Edition,Strategy,2015-04-01,29.99,72,1248731
DiRT 3,Strategy,2011-05-23,24.99,N/A,950487
DiRT Rally,Strategy,2015-12-07,59.99,81,336466
NBA 2K12,Strategy,2011-10-04,19.99,61,37171
Assetto Corsa,Strategy,2014-12-19,29.99,69,341551
SpeedRunners,Strategy,2016-04-19,14.99,90,1203845
GT Legends,Strategy,2012-11-28,7.99,75,113967
F1 2010,Strategy,2010-09-21,9.99,34,82232
F1 2011,Strategy,2011-09-19,14.99,38,61718
Project CARS,Strategy,2015-03-15,29.99,43,467091
Pro Evolution Soccer 2015,Strategy,2014-11-13,19.99,28,128871
OlliOlli2: Welcome to Olliwood,Strategy,2015-08-11,14.99,66,54880
Monday Night Combat,Strategy,2011-01-24,4.99,49,301750
Lethal League,Strategy,2014-08-27,13.99,93,454291
TrackMania Canyon,Strategy,2013-02-27,19.99,78,162535
Nidhogg,Strategy,2014-01-13,14.99,66,626469
AaAaAA!!! - A Reckless Disregard for Gravity,Strategy,2009-09-03,9.99,64,172178
Football Manager 2016,Strategy,2015-11-12,49.99,36,1046921
F1 2012,Strategy,2012-09-17,19.99,78,318232
Football Manager 2015,Strategy,2014-11-01,49.99,47,1090229
GRID 2,Strategy,2013-05-27,29.99,54,999756
Bowl Bound College Football,Strategy,2015-09-03,19.99,N/A,6312
Frozen Cortex,Strategy,2015-02-19,24.99,39,54178
iRacing,Strategy,2015-01-12,9.99,69,15955
Sonic & All-Stars Racing Transformed,Strategy,2013-01-31,19.99,93,774452
VIDEOBALL,Strategy,2016-07-12,9.99,64,2805
Franchise Hockey Manager 2,Strategy,2015-09-28,19.99,28,6663
GRID Autosport,Strategy,2014-06-26,39.99,43,503560
OlliOlli,Strategy,2014-07-22,12.99,47,184276
F1 2013,Strategy,2013-10-03,24.99,64,258267
Pro Evolution Soccer 2016,Strategy,2015-09-16,19.99,13,138339
Super Monday Night Combat,Strategy,2012-04-19,Free,31,1259777
Blood Bowl 2,Strategy,2015-09-22,13.49,31,133605
MotoGP14,Strategy,2014-06-20,29.99,11,18761
Poker Night 2,Strategy,2013-04-26,4.99,61,679946
WWE 2K16,Strategy,2016-03-10,49.99,26,113967
Gas Guzzlers Extreme,Strategy,2013-10-08,24.99,72,169198
Blood Bowl: Legendary Edition,Strategy,2010-10-28,4.99,41,473052
Valentino Rossi The Game,Strategy,2016-06-16,49.99,54,5085
Qvadriga,Strategy,2014-06-13,19.99,54,24547
DiRT Showdown,Strategy,2012-05-23,14.99,52,697655
Poker Night at the Inventory,Strategy,2010-11-22,4.99,64,991866
WWE 2K15,Strategy,2015-04-28,49.99,30,89245
The Golf Club,Strategy,2014-08-19,29.99,23,40327
Basketball Pro Management 2015,Strategy,2014-11-19,19.99,6,3682
FIM Speedway Grand Prix 15,Strategy,2015-11-30,24.99,72,8942
RIDE: Game,Strategy,2015-03-27,39.99,34,37171
Pure Pool,Strategy,2014-07-31,12.99,13,12098
Virtua Tennis 4,Strategy,2011-06-24,14.99,34,62945
Absolute Drift,Strategy,2015-07-29,11.99,69,105902
Pro Cycling Manager 2016,Strategy,2016-06-16,19.99,11,32262
Vertiginous Golf,Strategy,2015-05-06,9.99,17,396080
Chess 2: The Sequel,Strategy,2014-08-19,9.99,12,12799
F1 2015,Strategy,2015-07-09,54.99,6,104850
F1 2014,Strategy,2014-10-16,29.99,41,129747
Urban Trial Freestyle,Strategy,2013-09-18,6.99,52,166392
Vancouver 2010: The Official Video Game of the Olympic Winter Games,Strategy,2010-02-18,Free,N/A,7539
Jet Car Stunts,Strategy,2014-05-01,2.99,28,21566
Dangerous Golf,Strategy,2016-06-02,19.99,25,3156
Speedball 2 HD,Strategy,2013-12-05,9.99,26,133780
Lords of Football,Strategy,2013-04-05,14.99,9,41905
VR Ping Pong,Strategy,2016-07-07,4.99,78,2455
Minigolf VR,Strategy,2016-03-30,19.99,N/A,19813
Pro Basketball Manager 2016 - US Edition,Strategy,2016-02-18,9.99,N/A,701
Tennis Elbow 2013,Strategy,2015-03-13,13.74,72,8065
Sportsfriends,Strategy,2014-12-19,14.99,N/A,19287
Smash Cars,Strategy,2011-10-18,9.99,N/A,5961
Baseball Mogul Diamond,Strategy,2016-08-09,14.99,N/A,1027
Table Tennis VR,Strategy,2016-07-06,4.99,N/A,514
SWORDY,Strategy,2016-07-21,14.99,N/A,526
Casey Powell Lacrosse 16,Strategy,2016-03-08,49.99,49,1753
River City Super Sports Challenge ~All Stars Special~,Strategy,2015-12-17,19.99,34,10871
Kopanito All-Stars Soccer,Strategy,2015-09-17,11.99,56,24196
Hello Kitty and Sanrio Friends Racing,Strategy,2015-07-09,19.99,N/A,3331
Cinemaware Anthology: 1986-1991,Strategy,2014-11-14,9.99,N/A,8591
New Star Soccer 5,Strategy,2012-09-27,14.99,24,32086
Trials 2: Second Edition,Strategy,2008-05-28,9.99,61,104499
Pro Gamer Manager,Strategy,2016-04-28,12.99,17,30333
Baseball Mogul 2015,Strategy,2015-07-24,9.99,N/A,6312
Super Indie Karts,Strategy,2015-05-06,9.99,84,1403
VRC PRO,Strategy,2015-03-24,17.99,59,4909
International Snooker,Strategy,2014-05-30,12.99,22,47516
Probably Archery,Strategy,2014-02-06,4.99,10,59263
NASCAR The Game: 2013,Strategy,0000-00-00,Free,15,36470
Pure Chess,Strategy,2016-09-09,9.74,N/A,514
VR Boxing Workout,Strategy,2016-07-10,7.99,N/A,799
VirZOOM Arcade,Strategy,2016-06-30,Free,N/A,21215
ZenBlade,Strategy,2016-04-29,14.99,66,28579
Ragdoll Runners,Strategy,2016-07-13,4.99,75,4734
Worms Crazy Golf,Strategy,2011-10-19,9.99,59,434654
GI Racing 2.0,Strategy,2016-07-22,9.99,N/A,1027
Rugby Challenge 3,Strategy,2016-06-28,49.99,N/A,1052
Rocket Shooter,Strategy,2016-03-31,6.99,N/A,533
Clumsy Moose Season,Strategy,2016-03-02,3.99,N/A,1052
Club Manager 2016,Strategy,2015-11-19,24.99,N/A,9468
TNN Motorsports Hardcore TR,Strategy,2015-08-10,4.99,N/A,1332
Super Mega Baseball: Extra Innings,Strategy,2015-08-21,19.99,75,14027
Motorbike,Strategy,2015-01-19,4.99,N/A,3507
Martial Arts: Capoeira,Strategy,2014-06-12,4.99,N/A,5961
Pro Rugby Manager 2015,Strategy,2014-09-18,9.99,1,13325
VeeR Pong,Strategy,2016-07-19,9.99,N/A,514
GROOVY,Strategy,2016-05-27,7.99,N/A,8767
Bowslinger,Strategy,2016-04-05,9.99,N/A,1929
Automobilista,Strategy,2016-08-24,39.99,81,20689
Pro Basketball Manager 2016,Strategy,2016-01-14,19.99,13,2455
Actua Golf 3,Strategy,2015-08-31,4.99,N/A,877
Soccer Pinball Thrills,Strategy,2015-06-26,3.99,N/A,4909
Sbastien Loeb Rally EVO,Strategy,2016-01-29,49.99,15,10871
Quantum Rush Champions,Strategy,2014-12-04,9.99,18,33314
NBA 2K15,Strategy,2014-10-06,59.99,39,257566
Racing Manager 2014,Strategy,2013-12-06,9.99,0,15780
3D Ultra Minigolf Adventures Deluxe,Strategy,2009-07-23,9.99,N/A,12799
Galaxy Golf,Strategy,2016-08-24,4.99,N/A,701
Octoshield VR,Strategy,2016-06-14,4.99,N/A,526
Sweet Escape VR,Strategy,2016-04-20,19.99,N/A,1865
World of Fishing,Strategy,2016-09-06,Free,9,33840
Elysium: Blood Games,Strategy,2016-01-05,2.49,36,6312
NBA 2K16,Strategy,2015-09-29,59.99,9,409230
Assault CorpsII,Strategy,2015-07-15,2.99,N/A,2981
3D Mini Golf,Strategy,2015-05-29,9.99,N/A,5961
Volo Airsport,Strategy,2014-12-04,12.99,47,7013
G-Ball,Strategy,2014-05-28,0.99,1,15079
Beast Boxing Turbo,Strategy,2013-11-19,4.99,78,34015
Cricket Revolution,Strategy,2009-10-28,2.99,17,24021
Footbrawl Playground,Strategy,2016-09-01,5.99,N/A,514
VRMultigames,Strategy,2016-07-25,Free,N/A,22793
MiniGolf Mania,Strategy,2016-03-25,2.99,N/A,2805
Ultimate Rock Crawler,Strategy,2016-01-25,4.99,N/A,1403
Lighthockey,Strategy,2015-10-30,1.99,N/A,1066
Formula Fusion,Strategy,2015-08-03,19.99,52,4208
F-1 drive,Strategy,2015-05-21,0.99,N/A,2630
SuperBike TT,Strategy,2015-02-25,12.99,N/A,1027
SPORT1 Live : Duel,Strategy,2014-05-30,4.99,N/A,2131
Starters Orders 6,Strategy,2016-06-29,34.99,N/A,1753
Beach Ball Valley,Strategy,2016-04-05,2.99,N/A,1541
Premium Pool,Strategy,2016-03-14,Free,9,200056
